asset_id,source_path,type,category,import_status,used_in_scene,replacement_strategy,note
claypit,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
cloth,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
clothes 1,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
clothes 2,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
clothes 3,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
clothes 4,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
clothes 5,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
clothes 6,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
clothes,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
cloud 1,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
cloud 2,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
cloud 3,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
cloud 4,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
cloud1,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
cloud2,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
cloud3,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
cloud4,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
cloud5,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
cloud6,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Clouds 1,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Clouds 2,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Clouds 3,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Cloud_1,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Cloud_2,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Cloud_3,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Cloud_4,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Cloud_5,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Cloud_6,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Cloud_7,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
coal,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
coalMine,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
crippled,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
cripplingBlow,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
criticalStrike,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
cross,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
CrystalBall,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
DarkCloud 1,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
DarkCloud 2,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Darkness,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Darkness_1,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Darkness_2,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
dock,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
dot,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
drunk,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
DryTree,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Dungeon_Map_1,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Dungeon_Map_10_Down_Left_UpDoor,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Dungeon_Map_11_Left_Up_RightDoor,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Dungeon_Map_12_Up_Right_DownDoor,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Dungeon_Map_13_Right_LeftDoor,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Dungeon_Map_14_Down_UpDoor,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Dungeon_Map_1_RightDoor,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Dungeon_Map_2_DownDoor,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Dungeon_Map_3_LeftDoor,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Dungeon_Map_4_UpDoor,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Dungeon_Map_5_Right_DownDoor,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Dungeon_Map_6_Down_LeftDoor,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Dungeon_Map_7_Left_UpDoor,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Dungeon_Map_8-Up_RightDoor,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Dungeon_Map_9_Right_Down_LeftDoor,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Dungeon_Map_AllDoors,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
edit,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
energy,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Evil_Staff,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Evil_Staff_Light,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
expedition,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
eye,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
eye1,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
eye2,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
eyeCLOSED,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
eyeOPEN,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
eyes,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
f cap 1,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
f cap 2,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
f cap 3,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
f clothes 1,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
f clothes 2,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
f clothes 3,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
f clothes 4,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
f clothes 5,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
f clothes 6,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
f hair 1,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
f hair 2,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
f hair 3,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
f hair 4,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
f hair 5,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
f hair 6,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
f HAND 1,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
f hand 2,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Fade,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
FadingNight1,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
FadingNight2,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
farm,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Farmer,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
FastForward,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
feet1,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
feet2,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Female 1,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Female 2,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Female 3,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Female 4,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
fin1,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
fin2,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
fin3,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Final_Castle,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
fireSpear1,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
fireSword,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
fishingDock,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
flag 1,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Flag 2,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
flag stick,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
flag,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
